"","OBJECTID","PA_area"
"1087",1850,617035664.005787
"1088",1851,361922450.362195
"1089",1854,190014191.160354
"1090",1855,617027480.044915
"1091",1856,617027414.077088
"1092",1857,617048091.794264
"1093",1858,617027481.632236
"1094",1859,617027481.632393
"1095",1860,617027481.632236
"1096",1861,617027481.632084
"1097",1862,617027481.632084
"1098",1863,569577116.869855
"1099",1864,617027481.632236
"1100",1865,617027481.632084
"1101",1866,617027481.632236
"1102",1867,617027481.632393
"1103",1868,617027481.632236
"1104",1869,617027481.632084
"1105",1870,378955199.524209
"1106",1871,17032965.4079259
"1107",1875,164249.921222307
"1108",1882,472051073.801793
"1109",1883,361476810.613358
"1110",1885,1387326.11688805
"1111",1886,283325.387791291
"1112",1888,198439367.978911
"1113",1889,429729594.826333
"1114",1895,38190227.9402814
"1115",1904,541006581.626629
"1116",1905,620899842.081673
"1117",1906,568720155.903335
"1118",1907,404388892.334824
"1119",1908,184918816.06905
"1120",1909,3715175.21775453
"1121",1911,267460617.179709
"1122",1912,213094429.903697
"1123",1913,617416250.861347
"1124",1914,617193753.30281
"1125",1915,619224605.12112
"1126",1916,617657026.319634
"1127",1917,502275141.656071
"1128",1918,396154922.545065
"1129",1919,558991972.858953
"1130",1920,131801591.335428
"1131",1921,544249630.74211
"1132",1922,674998818.865184
"1133",1923,1155331790.31745
"1134",1924,757295794.371141
"1135",1925,589081593.712837
"1136",1926,383014094.238482
"1137",1927,31472861.4982097
"1138",1930,345041928.936142
"1139",1931,607658707.049932
"1140",1932,410785792.216045
"1141",1933,686411742.61096
"1142",1934,617357722.251935
"1143",1935,106394855.505364
"1144",1938,81725154.9473213
"1145",1939,550952241.679457
"1146",1940,121248648.157378
"1147",1943,83282891.323904
"1148",1944,615254262.997525
"1149",1945,598264008.810829
"1150",1946,629387702.864726
"1151",1947,626388969.051148
"1152",1948,617380026.657587
"1153",1949,617382400.537984
"1154",1950,908848333.183528
"1155",1951,1234715442.05611
"1156",1952,1003191901.63469
"1157",1953,617357721.028202
"1158",1954,617357721.028202
"1159",1955,617357721.02853
"1160",1956,617357721.028057
"1161",1957,620188193.428241
"1162",1958,617359803.421912
"1163",1959,617369233.622536
"1164",1960,617382118.171952
"1165",1961,617359466.925198
"1166",1962,617349853.55294
"1167",1963,105490150.249188
"1168",1966,121469970.927373
"1169",1967,617357721.028202
"1170",1968,617357721.028057
"1171",1969,617357464.931767
"1172",1970,617357721.028202
"1173",1971,617357721.028366
"1174",1972,617357721.028202
"1175",1973,617357721.028057
"1176",1974,618100164.387396
"1177",1975,573360960.982915
"1178",1976,617357721.028202
"1179",1977,617357721.028057
"1180",1978,617357721.028202
"1181",1979,617357721.028366
"1182",1980,617357721.028202
"1183",1981,617357721.028057
"1184",1982,617357721.028202
"1185",1983,403718122.862777
"1186",1987,4208670.08623333
"1187",1994,349645810.811753
"1188",1995,614103747.452045
"1189",1996,599283617.945474
"1190",1997,157061326.335564
"1191",1998,138663247.575457
"1192",1999,107118851.523545
"1193",2001,45097370.1869551
"1194",2002,60297754.8326161
"1195",2003,163781602.331278
"1196",2004,402266513.720798
"1197",2005,356980705.595352
"1198",2006,537557999.41983
"1199",2007,405647248.786207
"1200",2008,595990378.395
"1201",2009,105211719.75919
"1202",2012,19829349.4346198
"1203",2017,96812469.9844026
"1204",2018,314078269.848776
"1205",2019,76575426.3561935
"1206",2023,8069207.89746496
"1207",2024,318722552.710353
"1208",2025,495378207.789922
"1209",2026,617598637.347183
"1210",2027,617702351.107033
"1211",2028,612880813.027961
"1212",2029,608843661.204895
"1213",2030,556207323.250106
"1214",2031,351644260.953949
"1215",2032,498451626.426833
"1216",2033,387132327.790162
"1217",2034,310423867.205635
"1218",2035,289567041.026937
"1219",2036,478110667.547806
"1220",2037,617600960.224269
"1221",2038,547538237.933309
"1222",2039,467311195.481155
"1223",2040,94704210.2351997
"1224",2043,330154163.896708
"1225",2044,392974023.464357
"1226",2045,597137542.640326
"1227",2046,617674083.38241
"1228",2047,617678677.527924
"1229",2048,579305765.638623
"1230",2049,108806029.306948
"1231",2050,88443783.2959829
"1232",2051,146343061.831036
"1233",2052,49582027.3206288
"1234",2056,304956198.893148
"1235",2057,617678677.527756
"1236",2058,617678677.527924
"1237",2059,617223359.353369
"1238",2060,618054381.690532
"1239",2061,623452615.02102
"1240",2062,631530427.763576
"1241",2063,648204561.776861
"1242",2064,1183360614.74853
"1243",2065,821032737.007525
"1244",2066,617678677.527924
"1245",2067,617678677.527924
"1246",2068,617883222.39871
"1247",2069,616936378.64571
"1248",2070,618340548.756102
"1249",2071,617678677.527924
"1250",2072,617689805.992187
"1251",2073,617666870.723932
"1252",2074,617678096.416535
"1253",2075,600812497.154397
"1254",2076,139677847.124964
"1255",2078,144199398.638188
"1256",2079,488992801.490977
"1257",2080,617678677.527924
"1258",2081,617678677.527756
"1259",2082,617658452.981084
"1260",2083,617696424.571601
"1261",2084,617678677.528069
"1262",2085,617678677.527924
"1263",2086,617802665.182021
"1264",2087,620669723.085061
"1265",2088,606533913.191585
"1266",2089,617678677.527924
"1267",2090,617678677.527756
"1268",2091,617678677.527924
"1269",2092,617678677.528069
"1270",2093,617678677.527924
"1271",2094,617678677.527756
"1272",2095,617678677.527924
"1273",2096,366914991.298193
"1274",2108,316837080.759875
"1275",2109,580309411.372188
"1276",2110,464628329.457798
"1277",2111,62449886.4237136
"1278",2112,132786820.447178
"1279",2117,97694652.9427842
"1280",2118,617990347.363083
"1281",2119,79211901.2571219
"1282",2120,244261470.81581
"1283",2121,612973462.754033
"1284",2122,617654853.44057
"1285",2123,597104215.711119
"1286",2124,291337567.705227
"1287",2125,66962866.5699009
"1288",2126,204292083.259703
"1289",2136,34649614.0393167
"1290",2137,429414936.703032
"1291",2138,616494816.067497
"1292",2139,599768385.127784
"1293",2140,355309694.033306
"1294",2141,431632883.509266
"1295",2142,595649400.855744
"1296",2143,618693414.269656
"1297",2144,618077939.083115
"1298",2145,618065669.671809
"1299",2146,608382594.796545
"1300",2147,355628056.335164
"1301",2148,304617137.322419
"1302",2149,67542570.6637269
"1303",2150,202043705.104174
"1304",2151,546682069.932968
"1305",2152,588120996.742632
"1306",2153,245499547.544499
"1307",2154,324687587.534546
"1308",2155,226948087.251264
"1309",2157,293566192.014044
"1310",2158,586133007.25688
"1311",2159,616967296.96794
"1312",2160,617993883.095553
"1313",2161,617990347.363083
"1314",2162,617975947.371928
"1315",2163,508907337.590251
"1316",2164,552709282.227587
"1317",2165,617336759.276378
"1318",2166,474242253.836337
"1319",2167,75601941.9703456
"1320",2168,58820844.2114376
"1321",2170,50190508.657831
"1322",2171,266354002.930341
"1323",2172,580780848.818527
"1324",2173,617421427.059093
"1325",2174,617659943.164133
"1326",2175,617990347.363403
"1327",2176,617990347.362934
"1328",2177,619031246.306203
"1329",2178,833877304.251169
"1330",2179,624577169.91246
"1331",2180,617990347.363083
"1332",2181,617990347.363083
"1333",2182,618357406.185558
"1334",2183,618006260.646238
"1335",2184,617999187.880144
"1336",2185,617990347.363083
"1337",2186,617442271.43825
"1338",2187,617978191.508667
"1339",2188,617990347.363083
"1340",2189,591566782.3709
"1341",2190,12533001.8617985
"1342",2192,210641030.485458
"1343",2193,617990347.362934
"1344",2194,617990347.363083
"1345",2195,617990347.362934
"1346",2196,617990347.363083
"1347",2197,616750711.602398
"1348",2198,617990347.363251
"1349",2199,617990347.363083
"1350",2200,618791610.086302
"1351",2201,617990347.362934
"1352",2202,617990347.363083
"1353",2203,617990347.363083
"1354",2204,617990347.362934
"1355",2205,617990347.363083
"1356",2206,617990347.363251
"1357",2207,617990347.363083
"1358",2208,617990347.362934
"1359",2209,617990347.363083
"1360",2210,404210421.447988
"1361",2222,35160539.6934622
"1362",2223,178941.917822491
"1363",2226,1643943.00482345
"1364",2227,159024662.072353
"1365",2228,272463937.238177
"1366",2229,190335319.712073
"1367",2230,78480525.3731075
"1368",2231,183698787.676907
"1369",2232,12958378.4369618
"1370",2233,351872242.333813
"1371",2234,619136536.943346
"1372",2235,617440337.887788
"1373",2236,618292726.873699
"1374",2237,618292726.873859
"1375",2238,282722324.104014
"1376",2240,276611629.650464
"1377",2241,75709369.0811065
"1378",2243,52916532.3886326
"1379",2244,156682332.668714
"1380",2245,353784955.552791
"1381",2246,247509943.719749
"1382",2247,36448339.580569
"1383",2248,28006913.5346755
"1384",2249,416405687.889254
"1385",2250,617596133.878307
"1386",2251,618306153.045403
"1387",2252,374687839.193206
"1388",2253,122453481.76346
"1389",2254,163588226.584742
"1390",2255,483005383.341839
"1391",2256,618292726.874004
"1392",2257,618294602.61489
"1393",2258,618292726.874004
"1394",2259,618292726.873859
"1395",2260,569978889.578893
"1396",2261,312673292.602459
"1397",2262,92705517.5163226
"1398",2263,618292726.873859
"1399",2264,608125823.696694
"1400",2265,617584778.635914
"1401",2266,608948843.458221
"1402",2267,618292726.873699
"1403",2268,244257499.313831
"1404",2271,97274079.83183
"1405",2272,589232956.191725
"1406",2273,618282985.655363
"1407",2274,618311361.698054
"1408",2275,618297606.097306
"1409",2276,617458872.832523
"1410",2277,618926690.766361
"1411",2278,618292726.873859
"1412",2279,558031837.823433
"1413",2280,369443407.064458
"1414",2281,535698435.004504
"1415",2282,68529827.747202
"1416",2285,63577207.2272415
"1417",2286,422610021.121742
"1418",2287,618363778.108675
"1419",2288,618292726.874165
"1420",2289,618292726.873699
"1421",2290,608318705.775947
"1422",2291,538240088.818682
"1423",2292,618292726.873699
"1424",2293,618292726.873859
"1425",2294,618292726.873859
"1426",2295,619977706.761919
"1427",2296,617956064.675824
"1428",2297,618276460.70752
"1429",2298,618292726.873859
"1430",2299,618293177.372228
"1431",2300,618292551.499521
"1432",2301,602132885.019821
"1433",2302,433284111.800596
"1434",2305,338477076.796029
"1435",2306,618292726.873699
"1436",2307,618292726.873859
"1437",2308,618292726.873699
"1438",2309,619830185.39554
"1439",2310,620386523.150491
"1440",2311,618109848.879699
"1441",2312,615339189.034127
"1442",2313,611104731.356199
"1443",2314,612258809.573395
"1444",2315,618463218.767609
"1445",2316,488071233.121114
"1446",2317,496334414.203844
"1447",2318,611989424.374134
"1448",2319,618292726.874004
"1449",2320,618292726.873859
"1450",2321,618292726.873699
"1451",2322,618292726.873859
"1452",2323,559031900.998908
"1453",2331,33240858.5228103
"1454",2335,248825333.940062
"1455",2336,296548715.555723
"1456",2337,321126768.110276
"1457",2338,438139156.249165
"1458",2339,461333737.562876
"1459",2340,618585812.513634
"1460",2341,618585812.51379
"1461",2342,618585812.513634
"1462",2343,456406363.174267
"1463",2344,232229097.452068
"1464",2345,12803151.3130525
"1465",2346,222456000.301463
"1466",2347,574292951.795191
"1467",2348,555032151.52587
"1468",2349,501338290.349262
"1469",2350,439052364.631739
"1470",2351,38418993.6684256
"1471",2352,6235731.83657514
"1472",2353,607858141.489963
"1473",2354,588682922.172341
"1474",2355,521830504.199274
"1475",2356,602564442.407575
"1476",2357,618574265.444622
"1477",2358,618457769.643912
"1478",2359,618585812.51379
"1479",2360,592536252.562835
"1480",2361,618585812.51379
"1481",2362,618585812.513947
"1482",2363,618585812.51379
"1483",2364,618574937.622404
"1484",2365,618585812.51379
"1485",2366,618580297.377835
"1486",2367,618585812.51379
"1487",2368,616543083.225398
"1488",2369,618333986.005683
"1489",2370,618569536.597563
"1490",2371,618585570.296936
"1491",2372,618585915.642575
"1492",2373,618542802.874323
"1493",2374,615868820.937331
"1494",2375,602791745.094764
"1495",2376,602735006.465424
"1496",2377,555927090.40322
"1497",2378,618585812.513634
"1498",2379,580082356.371116
"1499",2380,572979128.542141
"1500",2381,592298695.990717
"1501",2382,72791706.1936337
"1502",2385,180826970.171925
"1503",2386,618576370.70048
"1504",2387,618576576.39575
"1505",2388,618590016.758172
"1506",2389,479737021.779304
"1507",2390,606403293.266229
"1508",2391,618585812.51379
"1509",2392,618762530.920995
"1510",2393,618585812.513947
"1511",2394,618585812.51379
"1512",2395,302876281.992214
"1513",2399,8060.54342062771
"1514",2400,152161837.918354
"1515",2401,217924318.442144
"1516",2402,393237203.073783
"1517",2403,447117194.78058
"1518",2404,618585812.513634
"1519",2405,618585812.513634
"1520",2406,618585812.51379
"1521",2407,620962222.674274
"1522",2408,619784200.099997
"1523",2409,618651235.69827
"1524",2410,299308142.593677
"1525",2411,370696327.465892
"1526",2412,588822768.136513
"1527",2413,618602794.422447
"1528",2414,618585812.51379
"1529",2415,535887455.323933
"1530",2416,9923996.62014372
"1531",2418,447541522.998626
"1532",2419,618585812.513634
"1533",2420,618585812.51379
"1534",2421,618146702.283613
"1535",2422,617457830.598585
"1536",2423,618585812.51379
"1537",2424,618585812.513947
"1538",2425,618585812.51379
"1539",2426,618585812.513634
"1540",2427,618988758.286701
"1541",2428,618585812.51379
"1542",2429,573357097.329353
"1543",2430,284796789.762543
"1544",2431,143718269.384187
"1545",2432,200370453.653044
"1546",2433,167029334.657336
"1547",2434,117491095.126035
"1548",2435,398702614.683314
"1549",2436,230540360.986438
"1550",2448,529589022.035914
"1551",2449,618869600.845261
"1552",2450,618869600.845421
"1553",2451,618869600.845261
"1554",2452,618869600.845104
"1555",2453,618869600.845261
"1556",2454,618869600.845104
"1557",2455,618869600.845261
"1558",2456,618869600.845261
"1559",2457,468850922.053386
"1560",2458,273210082.23714
"1561",2459,235357207.715749
"1562",2460,205705510.880576
"1563",2461,335424365.98001
"1564",2462,152268679.042767
"1565",2463,161988161.008358
"1566",2464,7317564.50452032
"1567",2465,519764228.231089
"1568",2466,383565253.729672
"1569",2467,56062630.8889533
"1570",2468,291111448.472382
"1571",2469,371154818.447632
"1572",2470,471924981.654472
"1573",2471,563944260.408841
"1574",2472,618869600.845104
"1575",2473,618869600.845261
"1576",2474,618869600.845421
"1577",2475,618869600.845261
"1578",2476,618869600.845104
"1579",2477,618869600.845261
"1580",2478,618865386.613654
"1581",2479,600096847.461893
"1582",2480,421979606.60865
"1583",2481,237883038.841851
"1584",2482,609559815.457715
"1585",2483,616396479.731343
"1586",2484,593783098.04687
"1587",2485,612832954.934789
"1588",2486,618909951.823574
"1589",2487,612904709.483534
"1590",2488,368579305.96964
"1591",2489,616858226.228231
"1592",2490,618869600.845104
"1593",2491,618870626.705447
"1594",2492,590173285.863726
"1595",2493,602009784.38158
"1596",2494,81315319.7658258
"1597",2497,3498621.57244751
"1598",2498,496548015.917073
"1599",2499,618748471.494069
"1600",2500,540351712.982356
"1601",2501,46999964.8926408
"1602",2502,64190277.0057674
"1603",2503,318979423.297698
"1604",2504,569210498.709752
"1605",2505,619274059.116179
"1606",2506,618869600.845261
"1607",2507,273312277.200766
"1608",2509,281757467.171893
"1609",2510,176030844.490428
"1610",2511,13239914.0463796
"1611",2514,4685134.92181161
"1612",2515,585558209.807715
"1613",2516,618886216.192949
"1614",2517,618879313.053719
"1615",2518,618869600.845261
"1616",2519,621381482.425836
"1617",2520,618869600.845573
"1618",2521,618847346.457883
"1619",2522,269721770.291473
"1620",2523,266596950.880049
"1621",2524,112344485.961695
"1622",2525,459781748.192271
"1623",2526,618869600.845261
"1624",2527,536098629.883386
"1625",2528,5179052.70962789
"1626",2530,237045386.873402
"1627",2531,618869600.845104
"1628",2532,614019743.701471
"1629",2533,616246763.458728
"1630",2534,621272771.327579
"1631",2535,618869600.845261
"1632",2536,619356667.424242
"1633",2537,619123255.817663
"1634",2538,619961205.137517
"1635",2539,620953562.007196
"1636",2540,618869600.845261
"1637",2541,618869600.845261
"1638",2542,618869600.845104
"1639",2543,443705373.618896
"1640",2548,125640002.335234
"1641",2549,222486419.921921
"1642",2550,103646089.018269
"1643",2561,619144088.541008
"1644",2562,619144088.540848
"1645",2563,619144088.540695
"1646",2564,619144088.540848
"1647",2565,619144088.540695
"1648",2566,619144088.540848
"1649",2567,619144088.540848
"1650",2568,619144088.540695
"1651",2569,619144088.540848
"1652",2570,619144088.541008
"1653",2571,619143536.114882
"1654",2572,619154916.033362
"1655",2573,619125576.059585
"1656",2574,481589771.410837
"1657",2575,74852835.4163403
"1658",2576,123796577.31794
"1659",2577,1255951.85081484
"1660",2578,31269439.0425221
"1661",2579,23659719.7154183
"1662",2580,28173356.968149
"1663",2582,55369344.9380735
"1664",2583,504575785.87868
"1665",2584,619144088.540848
"1666",2585,498717065.03665
"1667",2586,202830198.913017
"1668",2587,92935530.4409628
"1669",2588,229855456.001904
"1670",2589,246403458.373523
"1671",2590,65249990.7693023
"1672",2591,9506348.53048729
"1673",2593,49634665.5287352
"1674",2594,14186605.9545364
"1675",2595,33387066.4061285
"1676",2596,81480506.254637
"1677",2597,294956679.990705
"1678",2598,353811507.049102
"1679",2599,324490601.450962
"1680",2600,115192064.576847
"1681",2601,288886531.67961
"1682",2602,619117431.616531
"1683",2603,619144088.540695
"1684",2604,619144088.540695
"1685",2605,557120988.167607
"1686",2606,29573502.8322678
"1687",2609,298157755.217491
"1688",2610,482487717.02846
"1689",2611,286769026.92697
"1690",2612,60690738.3244669
"1691",2615,22704615.6653315
"1692",2616,320615272.302464
"1693",2617,629007004.461417
"1694",2618,459662930.420972
"1695",2619,39137528.7743392
"1696",2620,618187381.195576
"1697",2621,619144088.540848
"1698",2622,577586716.967038
"1699",2623,422092339.65256
"1700",2624,506700863.576503
"1701",2625,334293799.153591
"1702",2626,194816739.078187
"1703",2627,523397111.856303
"1704",2628,618541239.719954
"1705",2629,619160422.128516
"1706",2630,616338829.847775
"1707",2631,619144088.541161
"1708",2632,619144088.540695
"1709",2633,618000925.775704
"1710",2634,619144088.540848
"1711",2635,472314954.695416
"1712",2636,42920905.6951777
"1713",2637,290945205.141112
"1714",2638,313091362.978751
"1715",2640,2382274.52667486
"1716",2641,143492619.521997
"1717",2642,576569176.809874
"1718",2643,618015137.232067
"1719",2644,616690654.309703
"1720",2645,621665138.580768
"1721",2646,619144088.540848
"1722",2647,620620236.90402
"1723",2648,620258056.092068
"1724",2649,619144088.540695
"1725",2650,619144088.540695
"1726",2651,619144088.540848
"1727",2652,619144088.540848
"1728",2653,246225952.780024
"1729",2654,68299033.2538548
"1730",2658,16586968.8913347
"1731",2659,599553090.7809
"1732",2660,619144088.540848
"1733",2661,472632307.039087
"1734",2662,129705730.183713
"1735",2663,17973551.4540956
"1736",2664,8312558.14591671
"1737",2669,19000652.0016543
"1738",2670,12930263.4460416
"1739",2671,5960532.32672524
"1740",2673,619409272.384632
"1741",2674,619409272.384478
"1742",2675,619409272.384317
"1743",2676,619409272.384478
"1744",2677,619409272.384317
"1745",2678,619409272.384478
"1746",2679,619409272.384478
"1747",2680,619409272.384317
"1748",2681,619409272.384478
"1749",2682,619409272.384632
"1750",2683,619409272.384478
"1751",2684,619409272.384317
"1752",2685,619409272.384478
"1753",2686,619409272.384317
"1754",2687,639893788.961716
"1755",2688,624050152.628998
"1756",2689,501159199.576119
"1757",2690,555459976.995464
"1758",2691,584082399.51312
"1759",2692,387012728.558377
"1760",2695,80975895.2732589
"1761",2696,587594849.835902
"1762",2697,206175344.291145
"1763",2709,2825793.55803933
"1764",2710,47005266.8092142
"1765",2711,575444610.446097
"1766",2712,100877235.483861
"1767",2713,206570143.520368
"1768",2714,619409272.384478
"1769",2715,619409272.384317
"1770",2716,619409272.384317
"1771",2717,619466972.421921
"1772",2718,473613313.550025
"1773",2719,51338861.8778695
"1774",2720,1772122.89517461
"1775",2721,3021928.82063994
"1776",2722,105051965.172619
"1777",2723,329500224.811002
"1778",2724,286006871.309884
"1779",2728,140725249.877922
"1780",2729,622788329.894429
"1781",2730,509839936.114607
"1782",2731,180002098.329724
"1783",2732,619409272.384317
"1784",2733,619409272.384478
"1785",2734,619409272.384478
"1786",2735,619469522.705363
"1787",2736,619592596.015244
"1788",2737,619421221.753931
"1789",2738,402497174.22729
"1790",2739,119396612.655129
"1791",2740,278167109.537924
"1792",2741,495710791.077444
"1793",2742,607968537.799845
"1794",2743,619976486.736055
"1795",2744,619409272.384317
"1796",2745,618273776.416151
"1797",2746,619409272.384478
"1798",2747,619409272.384317
"1799",2748,511765189.282947
"1800",2749,148319603.026231
"1801",2750,52106803.850261
"1802",2751,201703235.415626
"1803",2752,379872583.509629
"1804",2753,619409272.384478
"1805",2754,631394943.121639
"1806",2755,619409272.384478
"1807",2756,619408102.291584
"1808",2757,619409272.384478
"1809",2758,619728886.992096
"1810",2759,620814614.956543
"1811",2760,619409272.384478
"1812",2761,619409272.384317
"1813",2762,619409272.384317
"1814",2763,619409272.384478
"1815",2764,403589489.643623
"1816",2765,380922.389476672
"1817",2770,197715066.284922
"1818",2771,619409272.384317
"1819",2772,618354612.983171
"1820",2773,617292645.448748
"1821",2774,1022550524.49497
"1822",2775,733847053.121329
"1823",2776,58092450.9781853
"1824",2781,46353395.7481449
"1825",2782,432951203.388267
"1826",2783,9804318.98532992
"1827",2784,356091160.810728
"1828",2785,619665149.269335
"1829",2786,619665149.269182
"1830",2787,619665149.269026
"1831",2788,619665149.269182
"1832",2789,619665149.269026
"1833",2790,619665149.269182
"1834",2791,619665149.269182
"1835",2792,619665149.269026
"1836",2793,619665149.269182
"1837",2794,619665149.269335
"1838",2795,619665149.269182
"1839",2796,619665149.269026
"1840",2797,619665149.269182
"1841",2798,619665149.269026
"1842",2799,619665149.269182
"1843",2800,632027549.491427
"1844",2801,621377144.782407
"1845",2802,619665149.269182
"1846",2803,619665149.269026
"1847",2804,580484855.403469
"1848",2805,260341779.493519
"1849",2806,217661672.934499
"1850",2807,291026000.060914
"1851",2808,439093640.381504
"1852",2809,46476866.2506412
"1853",2820,69248364.7623857
"1854",2821,359508652.551014
"1855",2822,62824362.060935
"1856",2823,297371357.21178
"1857",2824,42013293.7015152
"1858",2825,118756003.577367
"1859",2826,619665149.269182
"1860",2827,533783456.399196
"1861",2828,452533508.951182
"1862",2829,619758330.234418
"1863",2830,619665149.269182
"1864",2831,478557001.555511
"1865",2832,305485199.086358
"1866",2833,292178023.297543
"1867",2834,441175673.218035
"1868",2835,99647301.6460456
"1869",2836,55801229.4709532
"1870",2840,263442305.243651
"1871",2841,619665149.269182
"1872",2842,611053324.343282
"1873",2843,75927822.4503619
"1874",2844,231596275.680943
"1875",2845,532341755.676234
"1876",2846,619665149.269182
"1877",2847,619665149.269026
"1878",2848,617168608.688486
"1879",2849,619652934.62007
"1880",2850,620022688.598664
"1881",2851,481148563.368904
"1882",2852,109743817.666919
"1883",2853,164394254.085291
"1884",2854,617927659.839622
"1885",2855,620633261.509636
"1886",2856,616837074.886066
"1887",2857,618432934.193271
"1888",2858,619293268.339023
"1889",2859,619665149.269026
"1890",2860,619668332.605274
"1891",2861,548096651.28119
"1892",2862,386577119.953248
"1893",2863,619421007.725169
"1894",2864,619665149.269335
"1895",2865,619665149.269182
"1896",2866,574831945.214561
"1897",2867,619690888.832157
"1898",2868,619659012.926735
"1899",2869,619665149.269182
"1900",2870,621594215.425669
"1901",2871,619665149.269335
"1902",2872,619665149.269182
"1903",2873,617876491.650127
"1904",2874,618304826.056642
"1905",2875,617807746.201929
"1906",2876,111450326.960447
"1907",2877,164394124.201527
"1908",2878,157906631.794685
"1909",2879,79602823.1752313
"1910",2881,63623492.2713841
"1911",2882,388969076.994496
"1912",2883,672453814.201643
"1913",2884,643279217.211991
"1914",2885,619851548.721082
"1915",2886,595243789.565732
"1916",2887,527961178.753401
"1917",2888,17633442.7781482
"1918",2892,34315769.5160059
"1919",2893,156177379.632541
"1920",2894,155243892.369687
"1921",2895,4958100.62602044
"1922",2896,559826958.796619
"1923",2897,619911716.198917
"1924",2898,619911716.198759
"1925",2899,619911716.198917
"1926",2900,619911716.198759
"1927",2901,619911716.198917
"1928",2902,619911716.198917
"1929",2903,619911716.198759
"1930",2904,619911716.198917
"1931",2905,619911716.199076
"1932",2906,619911716.198917
"1933",2907,619911716.198759
"1934",2908,619911716.198917
"1935",2909,619911716.198759
"1936",2910,619911716.198917
"1937",2911,619911716.199228
"1938",2912,620867282.793048
"1939",2913,619911716.198917
"1940",2914,619911716.198759
"1941",2915,619911716.198759
"1942",2916,594745332.210984
"1943",2917,262380417.184889
"1944",2918,619924809.265863
"1945",2919,619910548.859398
"1946",2920,575649522.654336
"1947",2921,375575325.409051
"1948",2922,19959770.9195356
"1949",2932,6171588.67104207
"1950",2933,282488897.440597
"1951",2934,56389169.4248244
"1952",2935,44473.0702641606
"1953",2936,22262211.6912473
"1954",2937,288199606.428695
"1955",2938,291558817.53793
"1956",2939,8169425.38228822
"1957",2940,538606795.683738
"1958",2941,637929569.082906
"1959",2942,619911716.199228
"1960",2943,618766827.244313
"1961",2944,621260274.777253
"1962",2945,618668732.548718
"1963",2946,161232219.002827
"1964",2950,82991098.6134318
"1965",2951,197163686.218244
"1966",2952,619911716.198917
"1967",2953,619492378.223081
"1968",2954,166391570.333998
"1969",2956,9531789.24130964
"1970",2957,230475430.629863
"1971",2958,529891576.796791
"1972",2959,616642684.353322
"1973",2960,619967310.644561
"1974",2961,619957906.755534
"1975",2962,620029625.286797
"1976",2963,608173963.812887
"1977",2964,105214973.052618
"1978",2965,287355222.713818
"1979",2966,570514302.33467
"1980",2967,589970787.010937
"1981",2968,619907278.332927
"1982",2969,619911716.198917
"1983",2970,619913151.48085
"1984",2971,619899960.441351
"1985",2972,619911716.198917
"1986",2973,615454147.195777
"1987",2974,620862528.969052
"1988",2975,621066789.540578
"1989",2976,619911716.198917
"1990",2977,521456936.689421
"1991",2978,622702057.472895
"1992",2979,621564033.507198
"1993",2980,619911716.198917
"1994",2981,620575498.868225
"1995",2982,619911716.199076
"1996",2983,618822626.190455
"1997",2984,619082518.839196
"1998",2985,619911716.198759
"1999",2986,602422655.815907
"2000",2987,463186626.77828
"2001",2988,619911716.198759
"2002",2989,619911716.198917
"2003",2990,605485785.416749
"2004",2991,125204100.651069
"2005",2993,167330685.062109
"2006",2994,995610945.829223
"2007",2995,875249204.376313
"2008",2996,553346849.098864
"2009",2997,19354552.9739378
"2010",2998,19866.5482662758
"2011",3003,41578382.9286893
"2012",3004,160762111.023122
"2013",3008,620148970.286856
"2014",3009,620148970.286701
"2015",3010,620148970.286856
"2016",3011,620148970.286701
"2017",3012,620148970.286856
"2018",3013,620148970.286856
"2019",3014,620148970.286701
"2020",3015,620148970.286856
"2021",3016,620148970.287012
"2022",3017,620148970.286856
"2023",3018,620148970.286701
"2024",3019,620148970.286856
"2025",3020,620148970.286701
"2026",3021,620148970.286856
"2027",3022,620148970.287174
"2028",3023,619909062.550767
"2029",3024,620148970.286856
"2030",3025,620148970.286701
"2031",3026,620148970.286701
"2032",3027,603317710.242067
"2033",3028,516329382.379669
"2034",3029,620017477.544378
"2035",3030,617197573.399085
"2036",3031,600420456.497532
"2037",3032,619561071.28363
"2038",3033,316433176.41939
"2039",3034,3585187.17402747
"2040",3044,1184189.51740267
"2041",3050,3923306.45381818
"2042",3051,517846362.663062
"2043",3052,618738111.586589
"2044",3053,620163125.413044
"2045",3054,620148970.286386
"2046",3055,622683137.108656
"2047",3056,614643463.259693
"2048",3057,590397670.467748
"2049",3058,139220171.726207
"2050",3060,64851791.836823
"2051",3061,218091551.234366
"2052",3062,331314313.83326
"2053",3063,368256816.937897
"2054",3064,348836548.004241
"2055",3065,130971119.202537
"2056",3069,8518898.92632246
"2057",3070,437570737.88155
"2058",3071,618018364.416743
"2059",3072,620148970.286856
"2060",3073,620200398.25522
"2061",3074,614413223.373954
"2062",3075,570586457.509988
"2063",3076,151137614.014294
"2064",3077,208289201.319562
"2065",3078,534040288.462372
"2066",3079,592749959.454836
"2067",3080,615807097.57933
"2068",3081,620143605.805352
"2069",3082,620160903.78989
"2070",3083,560908252.38037
"2071",3084,619570945.499235
"2072",3085,623432581.850653
"2073",3086,620148970.287012
"2074",3087,619896467.158147
"2075",3088,611880567.729792
"2076",3089,620751540.349507
