"","OBJECTID","PA_area"
"308",622,244313978.511799
"309",623,11108765.7126755
"310",631,141176.194252313
"311",635,133861340.812712
"312",636,611891542.870388
"313",637,611891542.870235
"314",638,387410877.433251
"315",643,612368790.320278
"316",644,585810097.860624
"317",645,587022478.906632
"318",646,448729651.591103
"319",647,523955615.225889
"320",648,169288509.493137
"321",649,30896011.2735658
"322",650,264030235.862908
"323",651,477414324.48933
"324",652,143122600.497874
"325",655,188854528.385812
"326",656,564485508.83822
"327",657,640920218.005281
"328",658,625474900.893633
"329",659,608349117.700719
"330",660,873181164.093861
"331",661,1106982165.45555
"332",662,798889377.823165
"333",663,674885064.547734
"334",664,544161103.097015
"335",665,45802066.0782513
"336",668,1910772.04511971
"337",670,51939455.423829
"338",671,253466303.462715
"339",672,387551739.581687
"340",673,589591152.24245
"341",674,612569415.157994
"342",675,605145414.606933
"343",676,575011044.471536
"344",677,610707098.767931
"345",678,612316804.962229
"346",679,612327282.422307
"347",680,477506108.546837
"348",681,150123035.347043
"349",685,289860422.904498
"350",686,442472848.422198
"351",688,2259642.40350188
"352",689,218289113.351432
"353",690,126075831.583206
"354",698,174067.838090345
"355",706,2889060.09345484
"356",707,542954839.150062
"357",708,610186042.240721
"358",709,476040000.241757
"359",710,83399347.9189918
"360",715,245223309.308246
"361",716,609895085.827827
"362",717,500122743.79727
"363",718,546043352.445963
"364",719,416804816.06545
"365",720,612126936.041808
"366",721,610770366.013921
"367",722,562437963.319688
"368",723,592571483.077173
"369",724,373425161.036814
"370",725,256629873.549157
"371",726,358321859.603134
"372",727,57744955.4338066
"373",729,113853187.440823
"374",730,491404619.483696
"375",731,555675565.066179
"376",732,506758269.166726
"377",733,609844879.80888
"378",734,248346610.644236
"379",735,385388533.24611
"380",736,154689998.662987
"381",737,83204582.3786568
"382",738,565182339.567068
"383",739,101403564.12636
"384",745,479806318.466772
"385",746,377770446.067419
"386",748,475494834.641826
"387",749,612783366.142872
"388",750,508069061.821662
"389",751,27436005.239014
"390",752,402369282.837332
"391",753,612783366.142872
"392",754,580909589.784308
"393",755,147876410.725529
"394",760,345928057.645961
"395",761,191252166.797993
"396",774,1169658.1905488
"397",782,367192193.436037
"398",783,612689739.02372
"399",784,415989422.24842
"400",791,301012156.851692
"401",792,407061573.497675
"402",793,613215436.889946
"403",794,555398705.608869
"404",795,72812169.4184294
"405",796,23053656.388984
"406",797,208224365.812629
"407",798,575664216.625379
"408",799,525585151.263261
"409",800,461226508.245359
"410",801,481820052.442049
"411",802,525418893.660964
"412",803,544413969.441511
"413",804,343922702.748377
"414",808,4896975.85359101
"415",809,365221027.661562
"416",810,52233946.9373791
"417",811,231454257.496518
"418",812,270030008.907662
"419",817,38167353.146588
"420",823,6847936.20249801
"421",824,586154259.770336
"422",825,265634081.321864
"423",827,139720006.722841
"424",828,496401925.735776
"425",829,123024473.12296
"426",831,270358167.5592
"427",832,613215436.890091
"428",833,382767894.260025
"429",839,2572660.59079684
"430",861,265076518.491058
"431",862,613215436.889946
"432",863,524255677.604225
"433",870,163750.122406674
"434",872,613638273.533886
"435",873,613638273.534046
"436",874,637894714.271179
"437",875,435651317.013055
"438",876,124861850.558001
"439",877,83490094.5869645
"440",878,66963476.086147
"441",879,3433913.89344578
"442",880,1328198.34888183
"443",881,17347985.7131783
"444",882,35955210.5443528
"445",883,22484770.9359835
"446",884,51766857.5103073
"447",889,82011541.7328982
