"","OBJECTID","dist_rod","rod","dist_hid","hid","dist_hidro_rod","hid_rod"
"607",607,61148.0396908278,"rod",113556.122208748,"hid",61148.0396908278,"hid_rod"
"608",608,70899.8706254085,"rod",92187.3336889581,"hid",70899.8706254091,"hid_rod"
"609",609,83222.4796856275,"rod",72030.3334749229,"hid",83222.4796856286,"hid_rod"
"610",610,96056.1202811832,"rod",51198.8418443557,"hid",96056.1202811828,"hid_rod"
"611",611,105630.350399673,"rod",32572.6236096176,"hid",105630.350399673,"hid_rod"
"612",612,87003.0689312962,"rod",11277.420639601,"hid",87003.0689312962,"hid_rod"
"613",613,72343.0813034171,"rod",10851.161939794,"hid",72343.0813034171,"hid_rod"
"614",614,64102.8056635288,"rod",34790.1919332239,"hid",64102.8056635288,"hid_rod"
"615",615,44127.8549040837,"rod",59276.4373818937,"hid",44127.8549040837,"hid_rod"
"616",616,19103.8808133304,"rod",83641.6286524289,"hid",19103.8808133311,"hid_rod"
"617",617,5552.71950847374,"rod",107971.158044394,"hid",5552.71950847379,"hid_rod"
"618",618,14206.858438502,"rod",132480.236568692,"hid",14206.858438502,"hid_rod"
"619",619,3502.26035171571,"rod",156921.841303981,"hid",3502.26035171562,"hid_rod"
"620",620,4001.30478150256,"rod",179087.64205823,"hid",4001.30478150263,"hid_rod"
"621",621,11799.4257942943,"rod",199519.506496015,"hid",11799.4257942944,"hid_rod"
"622",622,18112.6168349663,"rod",220901.302452048,"hid",18112.6168349663,"hid_rod"
"623",623,23265.0131491351,"rod",242982.384774319,"hid",23265.0131491351,"hid_rod"
"624",624,22711.7394600084,"rod",265588.394008798,"hid",22711.7394600084,"hid_rod"
"625",625,32000.5073111965,"rod",280417.240055858,"hid",32000.5073111962,"hid_rod"
"626",626,46695.2922762854,"rod",265883.094281636,"hid",46695.2922762854,"hid_rod"
"627",627,46192.0859619584,"rod",252998.365391318,"hid",46192.0859619586,"hid_rod"
"628",628,42043.5157912115,"rod",242026.626057101,"hid",42043.5157912114,"hid_rod"
"629",629,37980.6955340368,"rod",233237.999297686,"hid",37980.6955340368,"hid_rod"
"630",630,37878.2954187616,"rod",226886.32104989,"hid",37878.2954187615,"hid_rod"
"631",631,33406.8806129993,"rod",223179.754483021,"hid",33406.880612999,"hid_rod"
"632",632,23818.8912798844,"rod",222250.679890104,"hid",23818.8912798844,"hid_rod"
"633",633,14260.655983151,"rod",224133.639557375,"hid",14260.6559831507,"hid_rod"
"634",634,4855.95605524607,"rod",228759.20488512,"hid",4855.95605524576,"hid_rod"
"635",635,4547.35234872497,"rod",235966.143813457,"hid",4547.35234872515,"hid_rod"
"636",636,13949.902525306,"rod",245527.248996172,"hid",13949.9025253058,"hid_rod"
"637",637,23354.0450604829,"rod",257068.275657333,"hid",23354.0450604829,"hid_rod"
"638",638,32433.6380247959,"rod",253471.235510325,"hid",32433.6380247958,"hid_rod"
"639",639,36500.9915180573,"rod",232909.489992505,"hid",36500.9915180576,"hid_rod"
"640",640,40549.0157677742,"rod",213308.236003925,"hid",40549.0157677743,"hid_rod"
"641",641,44421.0099469548,"rod",194957.396092983,"hid",44421.0099469549,"hid_rod"
"642",642,48290.7849278273,"rod",178243.593896884,"hid",48290.7849278276,"hid_rod"
"643",643,52162.4880323957,"rod",163669.120398956,"hid",52162.4880323956,"hid_rod"
"644",644,56034.2704352981,"rod",151851.219667991,"hid",56034.270435298,"hid_rod"
"645",645,59903.6588543321,"rod",143472.696338757,"hid",59903.6588543321,"hid_rod"
"646",646,57828.5875817833,"rod",139156.192868467,"hid",57828.5875817833,"hid_rod"
"647",647,54159.8313015628,"rod",139279.887895194,"hid",54159.8313015628,"hid_rod"
"648",648,46536.7522519946,"rod",143832.326234583,"hid",46536.7522519946,"hid_rod"
"649",649,36059.3664315184,"rod",126315.734977111,"hid",36059.366431518,"hid_rod"
"650",650,30962.3235047472,"rod",101277.001524003,"hid",30962.3235047472,"hid_rod"
"651",651,23716.8247647091,"rod",76240.2332049262,"hid",23716.8247647091,"hid_rod"
"652",652,15483.944455891,"rod",51208.3126508368,"hid",15483.944455891,"hid_rod"
"653",653,10651.6696786711,"rod",26195.1412743762,"hid",10651.6696786703,"hid_rod"
"654",654,4245.05260767271,"rod",2062.90868275729,"hid",4245.05260767344,"hid_rod"
"655",655,20361.1456713347,"rod",16772.5636792815,"hid",20361.1456713347,"hid_rod"
"656",656,27920.6363348284,"rod",21807.010597455,"hid",27920.6363348285,"hid_rod"
"657",657,18531.8643479325,"rod",11591.6518625787,"hid",18531.8643479325,"hid_rod"
"658",658,2968.24120205772,"rod",6027.2838636905,"hid",2968.2412020577,"hid_rod"
"659",659,20341.1927231035,"rod",7609.82699214126,"hid",20341.1927231035,"hid_rod"
"660",660,43747.4111418796,"rod",12203.9119711884,"hid",43747.4111418796,"hid_rod"
"661",661,66135.9996726168,"rod",14729.166206538,"hid",31444.0446414604,"hid_rod"
"662",662,86666.1037531659,"rod",24933.256671066,"hid",24933.256671067,"hid_rod"
"663",663,109082.816612947,"rod",21597.3164881771,"hid",21953.1983720472,"hid_rod"
"664",664,59023.7545488293,"rod",21200.9922653427,"hid",23470.0065590522,"hid_rod"
"665",665,59678.0661165524,"rod",30173.9119226422,"hid",30173.9119226328,"hid_rod"
"666",666,60343.6708328338,"rod",44076.6603779274,"hid",44076.6603779201,"hid_rod"
"667",667,56068.1392230161,"rod",53837.0089756542,"hid",53837.0089756548,"hid_rod"
"668",668,37888.8192915254,"rod",53265.7384375069,"hid",37888.8192915254,"hid_rod"
"669",669,19709.2123613357,"rod",57589.4322038593,"hid",19709.2123613357,"hid_rod"
"670",670,1570.41414327768,"rod",36607.8953088871,"hid",1570.41414327768,"hid_rod"
"671",671,16553.0656021034,"rod",13142.4966283822,"hid",13142.4966283837,"hid_rod"
"672",672,36416.6731345671,"rod",10557.6546604381,"hid",10557.6546604395,"hid_rod"
"673",673,28358.1585974193,"rod",19344.1417313072,"hid",19344.1417313133,"hid_rod"
"674",674,5576.06398008531,"rod",28473.5629530578,"hid",5576.06398008525,"hid_rod"
"675",675,15773.0294029718,"rod",45930.8642899671,"hid",15773.029402972,"hid_rod"
"676",676,40646.9368321763,"rod",68271.0605045634,"hid",40646.9368321763,"hid_rod"
"677",677,51388.3307583364,"rod",92013.4391043826,"hid",51388.3307583364,"hid_rod"
"678",678,46192.7398787619,"rod",103015.527938178,"hid",46192.7398787619,"hid_rod"
"679",679,35691.2509089255,"rod",111866.61465003,"hid",35691.2509089255,"hid_rod"
"680",680,30405.1783040118,"rod",116405.759604941,"hid",30405.1783040117,"hid_rod"
"681",681,25118.0433732942,"rod",124883.050072705,"hid",25118.0433732941,"hid_rod"
"682",682,19831.289408478,"rod",119478.807486007,"hid",19831.2894084779,"hid_rod"
"683",683,14545.4027542085,"rod",115577.241263279,"hid",14545.4027542085,"hid_rod"
"684",684,9260.22299902569,"rod",115041.7154055,"hid",9260.22299902554,"hid_rod"
"685",685,934.967624533128,"rod",114426.191269249,"hid",934.967624533613,"hid_rod"
"686",686,12394.1471361421,"rod",112574.953227858,"hid",12394.147136142,"hid_rod"
"687",687,26285.5298390045,"rod",115758.294973065,"hid",26285.5298390045,"hid_rod"
"688",688,40176.0930145824,"rod",122870.20890884,"hid",40176.0930145824,"hid_rod"
"689",689,54065.6572840211,"rod",132754.616788242,"hid",54065.6572840211,"hid_rod"
"690",690,67957.7753004683,"rod",128292.891834791,"hid",67957.7753004683,"hid_rod"
"691",691,81848.782939295,"rod",104074.369656047,"hid",81848.782939295,"hid_rod"
"692",692,94537.7302619932,"rod",80363.253630465,"hid",94537.7302619943,"hid_rod"
"693",693,104107.612367054,"rod",57673.316356775,"hid",104107.612367055,"hid_rod"
"694",694,117220.251264725,"rod",37098.056785198,"hid",117220.251264723,"hid_rod"
"695",695,122280.307719882,"rod",16302.0835174566,"hid",122280.307719882,"hid_rod"
"696",696,106596.216172945,"rod",2403.74421566707,"hid",106596.216172945,"hid_rod"
"697",697,91463.4421136871,"rod",22049.2352413076,"hid",91463.4421136871,"hid_rod"
"698",698,66458.2272004571,"rod",43460.7654167178,"hid",66458.2272004571,"hid_rod"
"699",699,41497.8063760347,"rod",66279.0310724816,"hid",41497.8063760347,"hid_rod"
"700",700,16776.4095043082,"rod",89925.9327391326,"hid",16776.4095043082,"hid_rod"
"701",701,7252.52091159261,"rod",113883.384705983,"hid",7252.52091159261,"hid_rod"
"702",702,32285.338116825,"rod",137999.827044752,"hid",32285.338116825,"hid_rod"
"703",703,27350.4916320303,"rod",162396.721954368,"hid",27350.4916320303,"hid_rod"
"704",704,19612.7821884127,"rod",186840.584147746,"hid",19612.7821884127,"hid_rod"
"705",705,12161.6221959984,"rod",211171.669965493,"hid",12161.6221959984,"hid_rod"
"706",706,3260.53622949197,"rod",234202.716226961,"hid",3260.53622949263,"hid_rod"
"707",707,1464.92886580007,"rod",255136.797672634,"hid",1464.9288658,"hid_rod"
"708",708,1802.41902973663,"rod",276753.429847789,"hid",1802.41902973663,"hid_rod"
"709",709,11783.595666787,"rod",261145.758164128,"hid",11783.595666787,"hid_rod"
"710",710,23093.0782974582,"rod",245473.0195322,"hid",23093.0782974582,"hid_rod"
"711",711,21425.3634025949,"rod",231454.696208571,"hid",21425.3634025951,"hid_rod"
"712",712,17532.1322448985,"rod",219408.127119841,"hid",17532.1322448982,"hid_rod"
"713",713,13134.0538361554,"rod",209673.443402584,"hid",13134.0538361554,"hid_rod"
"714",714,13003.6021615446,"rod",202584.195496561,"hid",13003.6021615446,"hid_rod"
"715",715,10425.1811996421,"rod",198424.132699553,"hid",10425.181199642,"hid_rod"
"716",716,836.804289925023,"rod",197378.553512683,"hid",836.804289925056,"hid_rod"
"717",717,2387.57401254533,"rod",199496.433834631,"hid",2387.57401254533,"hid_rod"
"718",718,18200.7970484267,"rod",204679.59745694,"hid",18200.797048427,"hid_rod"
"719",719,27604.6804445373,"rod",212704.078223849,"hid",27604.6804445379,"hid_rod"
"720",720,37007.0977055544,"rod",223230.09947116,"hid",37007.0977055546,"hid_rod"
"721",721,46410.794959536,"rod",235675.125151626,"hid",46410.794959536,"hid_rod"
"722",722,55814.5745486092,"rod",240768.118803083,"hid",55814.5745486092,"hid_rod"
"723",723,61047.9107610953,"rod",219016.344431846,"hid",61047.9107610955,"hid_rod"
"724",724,65115.2915011827,"rod",198044.130126448,"hid",65115.2915011827,"hid_rod"
"725",725,68999.3153541591,"rod",178127.039165307,"hid",68999.3153541591,"hid_rod"
"726",726,72869.4389413855,"rod",159660.430109777,"hid",72869.4389413856,"hid_rod"
"727",727,76740.4709205701,"rod",143206.529397734,"hid",76740.47092057,"hid_rod"
"728",728,80612.6202233837,"rod",129534.60325678,"hid",80612.6202233836,"hid_rod"
"729",729,84482.3843687526,"rod",119602.521210741,"hid",84482.3843687525,"hid_rod"
"730",730,82546.1965363803,"rod",114388.631340511,"hid",82546.1965363803,"hid_rod"
"731",731,78655.6566971925,"rod",114539.081282973,"hid",78655.6566971925,"hid_rod"
"732",732,68604.0515515874,"rod",120033.701782187,"hid",68604.0515515874,"hid_rod"
"733",733,59033.2123015779,"rod",128407.439265894,"hid",59033.2123015779,"hid_rod"
"734",734,55833.5365452499,"rod",103872.56880322,"hid",55833.5365452499,"hid_rod"
"735",735,45679.3579678134,"rod",79654.2427597481,"hid",45679.3579678126,"hid_rod"
"736",736,40360.2195742071,"rod",56163.457797379,"hid",40360.2195742071,"hid_rod"
"737",737,28730.10100678,"rod",34864.6225644293,"hid",28730.10100678,"hid_rod"
"738",738,13689.2584281782,"rod",14477.0328298258,"hid",13689.2584281782,"hid_rod"
"739",739,4803.62918949488,"rod",1435.89529770671,"hid",4803.62918949451,"hid_rod"
"740",740,3785.57475414738,"rod",1898.65507963713,"hid",3785.57475414694,"hid_rod"
"741",741,206.714226684363,"rod",4435.15040308522,"hid",206.714226684363,"hid_rod"
"742",742,12191.352876627,"rod",14845.0768195902,"hid",12191.3528766267,"hid_rod"
"743",743,28288.6221393041,"rod",21737.3507715104,"hid",28288.6221393041,"hid_rod"
"744",744,47414.7608300854,"rod",31356.7518941175,"hid",31356.751894112,"hid_rod"
"745",745,69045.3510807511,"rod",11036.3237865887,"hid",11036.3237865824,"hid_rod"
"746",746,92409.1059105994,"rod",323.45971736792,"hid",323.45971736878,"hid_rod"
"747",747,79496.4791440187,"rod",55704.2322122806,"hid",71421.2272776311,"hid_rod"
"748",748,80676.6044001436,"rod",47052.5488855809,"hid",47052.5488855774,"hid_rod"
"749",749,81866.6917459103,"rod",23947.740538524,"hid",23947.740538524,"hid_rod"
"750",750,83057.5936723529,"rod",1347.89709387102,"hid",1347.89709387692,"hid_rod"
"751",751,83892.5225725073,"rod",4457.41529307714,"hid",4457.41529307625,"hid_rod"
"752",752,84546.8331606123,"rod",11920.7303879229,"hid",11920.7303879248,"hid_rod"
"753",753,85211.7101370744,"rod",20051.8548793834,"hid",20051.8548793814,"hid_rod"
"754",754,73179.3043972089,"rod",36203.3069613486,"hid",36203.3069613491,"hid_rod"
"755",755,54999.7158027642,"rod",28393.5008502608,"hid",28393.500850248,"hid_rod"
"756",756,36863.4553131397,"rod",35057.9022632704,"hid",35057.9022632564,"hid_rod"
"757",757,18739.943842944,"rod",28331.1932354473,"hid",18739.943842944,"hid_rod"
"758",758,1962.5629202367,"rod",3462.65483483951,"hid",1962.5629202367,"hid_rod"
"759",759,13402.6851010487,"rod",16228.3846206213,"hid",13402.6851010486,"hid_rod"
"760",760,17493.3165370897,"rod",40215.6468662579,"hid",17493.3165370896,"hid_rod"
"761",761,7196.55339327886,"rod",49654.0649679382,"hid",7196.55339327886,"hid_rod"
"762",762,17015.6136867805,"rod",63095.6329146848,"hid",17015.6136867806,"hid_rod"
"763",763,32246.626684088,"rod",80823.7173008332,"hid",32246.626684088,"hid_rod"
"764",764,27052.0504743797,"rod",81019.9092102853,"hid",27052.0504743797,"hid_rod"
"765",765,21857.5215437057,"rod",78146.7853963115,"hid",21857.5215437057,"hid_rod"
"766",766,16636.7114541527,"rod",82343.8746278787,"hid",16636.7114541527,"hid_rod"
"767",767,11374.4766729445,"rod",87337.8134617698,"hid",11374.4766729443,"hid_rod"
"768",768,6088.26161174533,"rod",92576.5552104323,"hid",6088.26161174525,"hid_rod"
"769",769,801.435588729059,"rod",100255.837360007,"hid",801.435588728971,"hid_rod"
"770",770,4485.49427110432,"rod",95524.1763346784,"hid",4485.49427110441,"hid_rod"
"771",771,9771.57349760071,"rod",90781.8763249563,"hid",9771.5734976008,"hid_rod"
"772",772,15056.7241894078,"rod",90212.6846177429,"hid",15056.7241894079,"hid_rod"
"773",773,23628.4554164067,"rod",90060.6777574153,"hid",23628.4554164078,"hid_rod"
"774",774,33329.8586149272,"rod",87706.114961464,"hid",33329.8586149272,"hid_rod"
"775",775,46985.2584842824,"rod",91628.2106007501,"hid",46985.2584842824,"hid_rod"
"776",776,60876.6792139546,"rod",99527.6877295964,"hid",60876.6792139546,"hid_rod"
"777",777,74766.7796044677,"rod",110907.985776563,"hid",74766.7796044677,"hid_rod"
"778",778,88656.9642750625,"rod",123315.113235897,"hid",88656.9642750625,"hid_rod"
"779",779,102549.124700418,"rod",98622.6685617932,"hid",102549.124700418,"hid_rod"
"780",780,116439.518959777,"rod",74161.3674502952,"hid",116439.518959777,"hid_rod"
"781",781,118248.096604357,"rod",49953.0436961354,"hid",118248.096604357,"hid_rod"
"782",782,110918.33553037,"rod",25114.8713486389,"hid",110918.33553037,"hid_rod"
"783",783,104971.897457541,"rod",2149.72835506759,"hid",104971.897457541,"hid_rod"
"784",784,91789.6381453545,"rod",15917.7821930138,"hid",91789.6381453545,"hid_rod"
"785",785,81158.2328432873,"rod",37593.1325714964,"hid",81158.2328432873,"hid_rod"
"786",786,61128.996611019,"rod",56614.6202615604,"hid",61128.9966110182,"hid_rod"
"787",787,37397.2004830115,"rod",77202.6111966267,"hid",37397.2004830101,"hid_rod"
"788",788,14809.9733823781,"rod",99308.4206053074,"hid",14809.9733823845,"hid_rod"
"789",789,10081.9151051429,"rod",122133.877943169,"hid",10081.9151051444,"hid_rod"
"790",790,35007.1342812903,"rod",145324.548679976,"hid",35007.1342812903,"hid_rod"
"791",791,51575.1786203121,"rod",169044.566690243,"hid",51575.1786203121,"hid_rod"
"792",792,41883.1131094364,"rod",193017.586199733,"hid",41883.1131094364,"hid_rod"
"793",793,36538.9252419969,"rod",217010.247636461,"hid",36538.9252419967,"hid_rod"
"794",794,25337.8367596901,"rod",241216.467703145,"hid",25337.8367596908,"hid_rod"
"795",795,26194.8470417227,"rod",265577.858056241,"hid",26194.8470417227,"hid_rod"
"796",796,23128.5498015625,"rod",261136.64773717,"hid",23128.5498015625,"hid_rod"
"797",797,8994.24197066747,"rod",242894.734897907,"hid",8994.2419706672,"hid_rod"
"798",798,1769.59109853912,"rod",225959.586314354,"hid",1769.59109853912,"hid_rod"
"799",799,3341.33841070084,"rod",210646.614060562,"hid",3341.33841070067,"hid_rod"
"800",800,6979.23586472136,"rod",197333.819577067,"hid",6979.23586472144,"hid_rod"
"801",801,11591.2138412936,"rod",186450.142536575,"hid",11591.2138412937,"hid_rod"
"802",802,11871.0673250659,"rod",178440.617368805,"hid",11871.067325066,"hid_rod"
"803",803,12565.6561745888,"rod",173703.284873641,"hid",12565.6561745891,"hid_rod"
"804",804,22145.3077246646,"rod",172507.93430963,"hid",22145.307724665,"hid_rod"
"805",805,8261.87258833777,"rod",174927.192279738,"hid",8261.87258833751,"hid_rod"
"806",806,16559.6233247952,"rod",180816.030187163,"hid",16559.6233247967,"hid_rod"
"807",807,41381.2221161829,"rod",189851.863092663,"hid",41381.2221161829,"hid_rod"
"808",808,60064.950479422,"rod",201438.176887882,"hid",60064.9504794222,"hid_rod"
"809",809,69467.6962105945,"rod",215028.842711178,"hid",69467.6962105943,"hid_rod"
"810",810,78871.9091540789,"rod",224378.498070093,"hid",78871.9091540789,"hid_rod"
"811",811,85594.9671776785,"rod",207188.058533406,"hid",85594.9671776785,"hid_rod"
"812",812,89662.4373767072,"rod",184878.459012895,"hid",89662.4373767075,"hid_rod"
"813",813,93577.5723548529,"rod",163363.60545101,"hid",93577.5723548529,"hid_rod"
"814",814,97448.0431719209,"rod",143002.659193107,"hid",97448.0431719211,"hid_rod"
"815",815,101318.402559188,"rod",124363.674191785,"hid",101318.402559188,"hid_rod"
"816",816,105190.917388117,"rod",108339.08045047,"hid",105190.917388117,"hid_rod"
"817",817,109061.055891186,"rod",96243.7489902117,"hid",96243.7489902083,"hid_rod"
"818",818,107331.289319969,"rod",89681.8379560451,"hid",89681.8379560397,"hid_rod"
"819",819,102039.604161827,"rod",89873.6606097194,"hid",89873.6606097122,"hid_rod"
"820",820,91744.7773968829,"rod",96779.0662092755,"hid",91744.7773968829,"hid_rod"
"821",821,83089.3572947634,"rod",108201.487224084,"hid",83089.3572947634,"hid_rod"
"822",822,79404.7950024767,"rod",112069.801390054,"hid",79404.7950024767,"hid_rod"
"823",823,68651.3813292293,"rod",90081.736902678,"hid",68651.3813292288,"hid_rod"
"824",824,62987.5375603214,"rod",69889.6405257769,"hid",62987.5375603214,"hid_rod"
"825",825,48988.7462986527,"rod",49774.0917757659,"hid",48988.7462986527,"hid_rod"
"826",826,30245.5771604023,"rod",31267.2626533287,"hid",30245.5771604018,"hid_rod"
"827",827,16658.107732409,"rod",18608.1161846136,"hid",16658.107732409,"hid_rod"
"828",828,17636.5078466155,"rod",20022.9772456528,"hid",17636.5078466155,"hid_rod"
"829",829,20015.0877176029,"rod",27618.515131046,"hid",20015.0877176029,"hid_rod"
"830",830,5002.1411889794,"rod",38659.2792835617,"hid",5002.1411889794,"hid_rod"
"831",831,13270.2278994018,"rod",42375.9522999456,"hid",13270.2278994018,"hid_rod"
"832",832,37927.8974728182,"rod",22683.7996632017,"hid",22683.7996632047,"hid_rod"
"833",833,62889.7678105643,"rod",33.8727821743554,"hid",33.8727821751494,"hid_rod"
"834",834,72270.8761444101,"rod",23918.1240566315,"hid",23918.1240566365,"hid_rod"
"835",835,104365.031558294,"rod",78587.3200406976,"hid",78587.3200406976,"hid_rod"
"836",836,105525.68762302,"rod",54870.6051738733,"hid",54870.6051738733,"hid_rod"
"837",837,106715.871895222,"rod",32855.7118733377,"hid",32855.7118733466,"hid_rod"
"838",838,107906.707509804,"rod",17900.8079131228,"hid",17900.8079131303,"hid_rod"
"839",839,108761.273621826,"rod",19872.8850430777,"hid",19872.8850430719,"hid_rod"
"840",840,109415.591928339,"rod",6371.71497390762,"hid",6371.7149739112,"hid_rod"
"841",841,108470.386689944,"rod",3966.5424814967,"hid",3966.54248149777,"hid_rod"
"842",842,90290.8166810672,"rod",17749.3762770019,"hid",17749.3762770005,"hid_rod"
"843",843,72157.088795308,"rod",3591.36957926424,"hid",3591.3695792506,"hid_rod"
"844",844,53685.7988274311,"rod",10510.0134817012,"hid",10510.0134816995,"hid_rod"
"845",845,31470.5832348771,"rod",15356.4960541085,"hid",15356.4960541004,"hid_rod"
"846",846,15231.4826407162,"rod",1987.6437425668,"hid",1987.6437425668,"hid_rod"
"847",847,11140.5596467803,"rod",21707.1891459915,"hid",11140.5596467804,"hid_rod"
"848",848,6828.89562561961,"rod",42242.0443146599,"hid",6828.89562561945,"hid_rod"
"849",849,0.835967332554438,"rod",50258.4914613975,"hid",0.835967332554438,"hid_rod"
"850",850,7820.37061794623,"rod",60947.9643289522,"hid",7820.37061794623,"hid_rod"
"851",851,7910.30840874328,"rod",60238.9497542357,"hid",7910.30840874328,"hid_rod"
"852",852,2715.76801153772,"rod",57089.5688011919,"hid",2715.76801153772,"hid_rod"
"853",853,2478.8486209459,"rod",53285.9994514334,"hid",2478.8486209459,"hid_rod"
"854",854,7692.90891299612,"rod",59162.7805452229,"hid",7692.90891299612,"hid_rod"
"855",855,12942.2897687729,"rod",62678.092601521,"hid",12942.2897687731,"hid_rod"
"856",856,18228.6437023517,"rod",69486.9243143368,"hid",18228.6437023517,"hid_rod"
"857",857,23515.1572360479,"rod",75782.7434039748,"hid",23515.1572360479,"hid_rod"
"858",858,28802.259407361,"rod",72126.246649526,"hid",28802.2594073611,"hid_rod"
"859",859,34088.5276254988,"rod",66047.7141428621,"hid",34088.5276254989,"hid_rod"
"860",860,39373.8839783454,"rod",65420.3124072791,"hid",39373.8839783454,"hid_rod"
"861",861,46321.8908926487,"rod",65787.4181739057,"hid",46321.8908926504,"hid_rod"
"862",862,56511.7184924029,"rod",62843.9496166004,"hid",56511.718492403,"hid_rod"
"863",863,67685.8040221737,"rod",67679.9773361963,"hid",67685.8040221736,"hid_rod"
"864",864,81576.967989602,"rod",77060.7315366231,"hid",77060.7315366146,"hid_rod"
"865",865,95467.9591825439,"rod",89817.1719855601,"hid",89817.1719855642,"hid_rod"
"866",866,109357.579653214,"rod",103893.363920697,"hid",103893.363920696,"hid_rod"
"867",867,123248.973575375,"rod",95429.8117041758,"hid",115279.183834623,"hid_rod"
"868",868,109823.316128927,"rod",70390.5318039912,"hid",109823.316128927,"hid_rod"
"869",869,95741.1129678247,"rod",45357.2009327464,"hid",95741.1129678246,"hid_rod"
"870",870,86752.2663735192,"rod",20351.7834373038,"hid",86752.2663735193,"hid_rod"
"871",871,80806.0229867163,"rod",3669.34056278968,"hid",80806.0229867163,"hid_rod"
"872",872,70973.6943144066,"rod",28006.8118642027,"hid",70973.694314405,"hid_rod"
"873",873,57902.4913250715,"rod",50476.5112530001,"hid",57902.4913250715,"hid_rod"
"874",874,51163.9861223923,"rod",71830.3117882102,"hid",51163.9861223918,"hid_rod"
"875",875,30578.9054143241,"rod",91540.7871300886,"hid",30578.9054143241,"hid_rod"
"876",876,9080.05936651444,"rod",111909.585095069,"hid",9080.05936651444,"hid_rod"
"877",877,15286.4774260478,"rod",132967.538437395,"hid",15286.4774260478,"hid_rod"
"878",878,40317.365305354,"rod",155213.27547996,"hid",40317.365305354,"hid_rod"
"879",879,64184.4447686365,"rod",178034.284421754,"hid",64184.4447686365,"hid_rod"
"880",880,65686.9516444875,"rod",201016.598254415,"hid",65686.9516444875,"hid_rod"
"881",881,58713.72991005,"rod",224440.385389375,"hid",58713.7299100505,"hid_rod"
"882",882,49733.6423892365,"rod",240318.463579944,"hid",49733.6423892369,"hid_rod"
"883",883,50924.7445610283,"rod",244029.252029291,"hid",50924.7445610283,"hid_rod"
"884",884,43096.6287811608,"rod",245418.982919972,"hid",43096.6287811608,"hid_rod"
"885",885,31623.2352463229,"rod",225911.616395313,"hid",31623.2352463232,"hid_rod"
"886",886,26632.2443651077,"rod",207595.780314275,"hid",26632.2443651077,"hid_rod"
"887",887,28108.0237812782,"rod",190814.899656891,"hid",28108.0237812781,"hid_rod"
"888",888,31490.5851613388,"rod",176008.557204438,"hid",31490.5851613388,"hid_rod"
"889",889,35991.6982501064,"rod",163713.367945136,"hid",35991.6982501066,"hid_rod"
"890",890,36745.7206630891,"rod",154529.899499744,"hid",36745.7206630892,"hid_rod"
"891",891,36920.1399126078,"rod",149034.496672474,"hid",36920.1399126079,"hid_rod"
"892",892,35400.5984071371,"rod",147639.564218456,"hid",35400.5984071371,"hid_rod"
"893",893,10717.9081763602,"rod",150459.193844706,"hid",10717.9081763602,"hid_rod"
"894",894,13964.8582369584,"rod",157266.8606762,"hid",13964.8582369584,"hid_rod"
"895",895,38647.6898373104,"rod",167536.090928967,"hid",38647.6898373104,"hid_rod"
"896",896,63330.5756337788,"rod",180304.262070391,"hid",63330.5756337788,"hid_rod"
"897",897,88013.5046387128,"rod",192447.290933383,"hid",88013.5046387128,"hid_rod"
"898",898,101929.060289825,"rod",200055.255038566,"hid",101929.060289825,"hid_rod"
"899",899,110141.973506635,"rod",197795.407979997,"hid",110141.973506635,"hid_rod"
"900",900,114209.531542265,"rod",174287.407486887,"hid",114209.531542266,"hid_rod"
"901",901,118155.779557511,"rod",151273.455281767,"hid",118155.779557511,"hid_rod"
"902",902,122026.596237863,"rod",129018.204186043,"hid",122026.596237863,"hid_rod"
"903",903,125896.281546148,"rod",107991.743315151,"hid",107991.743315153,"hid_rod"
"904",904,129769.160537858,"rod",89068.6090136015,"hid",89068.6090136013,"hid_rod"
"905",905,133639.672040697,"rod",73883.0053100231,"hid",73883.0053100208,"hid_rod"
"906",906,132150.999960611,"rod",65104.9975839308,"hid",65104.9975839258,"hid_rod"
"907",907,124211.532819836,"rod",65368.9821088526,"hid",65368.9821088452,"hid_rod"
"908",908,114370.460607683,"rod",74579.0038031627,"hid",74579.0038031541,"hid_rod"
"909",909,107519.815445714,"rod",87671.8852119848,"hid",87671.8852119799,"hid_rod"
"910",910,101375.476845151,"rod",105139.042150055,"hid",101375.47684515,"hid_rod"
"911",911,92607.2433397398,"rod",102931.497730045,"hid",92607.2433397396,"hid_rod"
"912",912,84360.8598990811,"rod",85073.7823037344,"hid",84360.8598990811,"hid_rod"
"913",913,65494.9237257115,"rod",66562.802715262,"hid",65494.923725711,"hid_rod"
"914",914,49649.700983856,"rod",52138.7718400145,"hid",49649.700983856,"hid_rod"
"915",915,26974.8664472734,"rod",42489.3780216629,"hid",26974.8664472734,"hid_rod"
"916",916,10816.7066909424,"rod",44555.7200075153,"hid",10816.7066909424,"hid_rod"
"917",917,2848.12382222792,"rod",39524.5666475933,"hid",2848.12382222792,"hid_rod"
"918",918,1096.27869700268,"rod",29587.703391736,"hid",1096.27869700301,"hid_rod"
"919",919,17129.0058412066,"rod",18359.1123213449,"hid",17129.0058412066,"hid_rod"
"920",920,42085.8160009076,"rod",7360.21778526644,"hid",7360.21778527022,"hid_rod"
"921",921,46817.1519094271,"rod",11323.6791007667,"hid",11323.6791007564,"hid_rod"
"922",922,48236.4726748562,"rod",33008.1728361813,"hid",33008.1728361754,"hid_rod"
