"","OBJECTID","PA_area","dist_rod","dist_hid","dist_hidro_rod"
"1246",2068,617883222.39871,135189.541200936,17685.0047410009,17685.0047409936
"1247",2069,616936378.64571,156840.301740837,23710.1643702272,23710.1643702337
"1248",2070,618340548.756102,178490.643668147,5062.82680847118,5062.82680847859
"1249",2071,617678677.527924,200141.665118696,4870.41103381008,4870.41103381608
"1250",2072,617689805.992187,221751.666562924,6178.67389883897,6178.67389883146
"1251",2073,617666870.723932,243307.268977675,1109.53898727978,1109.53898727749
"1252",2074,617678096.416535,264872.361385474,8193.30012942376,8193.30012941913
"1253",2075,600812497.154397,286455.857804277,11383.2077859696,11383.207785974
"1254",2076,139677847.124964,304902.067571599,3156.79488743661,3156.79488744309
"1255",2078,144199398.638188,315325.359979043,18257.1125770217,18257.1125770253
"1256",2079,488992801.490977,320601.287237131,39432.3373475577,39432.3373475626
"1257",2080,617678677.527924,325887.362408689,58671.7658949907,58671.7658949852
"1258",2081,617678677.527756,331174.491693109,80963.3311791962,80963.3311791964
"1259",2082,617658452.981084,325814.882737953,104315.197350196,104315.197350204
"1260",2083,617696424.571601,307388.903854196,128291.903287218,128291.903287226
"1261",2084,617678677.528069,289955.296202535,146582.308218757,146582.308218756
"1262",2085,617678677.527924,273703.75348958,155599.349815806,155599.349815807
"1263",2086,617802665.182021,258857.00868538,155303.538711882,155303.538711883
